"","Date","RegionName","InventorySeasonallyAdjusted_AllHomes","InventoryRaw_AllHomes","MedianListingPricePerSqft_1Bedroom","MedianListingPricePerSqft_2Bedroom","MedianListingPricePerSqft_3Bedroom","MedianListingPricePerSqft_4Bedroom","MedianListingPricePerSqft_5BedroomOrMore","MedianListingPricePerSqft_AllHomes","MedianListingPricePerSqft_CondoCoop","MedianListingPricePerSqft_DuplexTriplex","MedianListingPricePerSqft_SingleFamilyResidence","MedianListingPrice_1Bedroom","MedianListingPrice_2Bedroom","MedianListingPrice_3Bedroom","MedianListingPrice_4Bedroom","MedianListingPrice_5BedroomOrMore","MedianListingPrice_AllHomes","MedianListingPrice_CondoCoop","MedianListingPrice_DuplexTriplex","MedianListingPrice_SingleFamilyResidence","MedianPctOfPriceReduction_AllHomes","MedianPctOfPriceReduction_CondoCoop","MedianPctOfPriceReduction_SingleFamilyResidence","MedianPriceCutDollar_AllHomes","MedianPriceCutDollar_CondoCoop","MedianPriceCutDollar_SingleFamilyResidence","MedianRentalPricePerSqft_1Bedroom","MedianRentalPricePerSqft_2Bedroom","MedianRentalPricePerSqft_3Bedroom","MedianRentalPricePerSqft_4Bedroom","MedianRentalPricePerSqft_5BedroomOrMore","MedianRentalPricePerSqft_AllHomes","MedianRentalPricePerSqft_CondoCoop","MedianRentalPricePerSqft_DuplexTriplex","MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits","MedianRentalPricePerSqft_SingleFamilyResidence","MedianRentalPricePerSqft_Studio","MedianRentalPrice_1Bedroom","MedianRentalPrice_2Bedroom","MedianRentalPrice_3Bedroom","MedianRentalPrice_4Bedroom","MedianRentalPrice_5BedroomOrMore","MedianRentalPrice_AllHomes","MedianRentalPrice_CondoCoop","MedianRentalPrice_DuplexTriplex","MedianRentalPrice_MultiFamilyResidence5PlusUnits","MedianRentalPrice_SingleFamilyResidence","MedianRentalPrice_Studio","ZHVIPerSqft_AllHomes","PctOfHomesDecreasingInValues_AllHomes","PctOfHomesIncreasingInValues_AllHomes","PctOfHomesSellingForGain_AllHomes","PctOfHomesSellingForLoss_AllHomes","PctOfListingsWithPriceReductionsSeasAdj_AllHomes","PctOfListingsWithPriceReductionsSeasAdj_CondoCoop","PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence","PctOfListingsWithPriceReductions_AllHomes","PctOfListingsWithPriceReductions_CondoCoop","PctOfListingsWithPriceReductions_SingleFamilyResidence","PriceToRentRatio_AllHomes","Sale_Counts","Sale_Counts_Seas_Adj","Sale_Prices","ZHVI_1bedroom","ZHVI_2bedroom","ZHVI_3bedroom","ZHVI_4bedroom","ZHVI_5BedroomOrMore","ZHVI_AllHomes","ZHVI_BottomTier","ZHVI_CondoCoop","ZHVI_MiddleTier","ZHVI_SingleFamilyResidence","ZHVI_TopTier","ZRI_AllHomes","ZRI_AllHomesPlusMultifamily","ZriPerSqft_AllHomes","Zri_MultiFamilyResidenceRental","Zri_SingleFamilyResidenceRental"
"49",1996-08-31,"austintravistx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",1996-08-31,"bostonsuffolkma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102300,126200,130100,140200,145400,124600,76700,121000,124600,130100,218200,NA,NA,NA,NA,NA
"51",1996-08-31,"denverdenverco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63000,88000,115200,153800,202600,101100,65500,85700,101100,108400,173700,NA,NA,NA,NA,NA
"52",1996-08-31,"detroitwaynemi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78500,80900,93700,NA,NA,72100,79200,NA,NA,103100,NA,NA,NA,NA,NA
"53",1996-08-31,"durhamdurhamnc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72800,112500,NA,74800,47900,NA,74800,77200,NA,NA,NA,NA,NA,NA
"54",1996-08-31,"los_angeleslos_angelesca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93900,126200,153400,209600,381800,154100,110900,126400,154100,161700,303400,NA,NA,NA,NA,NA
"55",1996-08-31,"minneapolishennepinmn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55200,72500,85300,101900,142300,80200,58400,78800,80200,80800,133400,NA,NA,NA,NA,NA
"56",1996-08-31,"new_yorkqueensny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162200,191100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",1996-08-31,"philadelphiaphiladelphiapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69700,48900,41500,62500,84100,49400,31700,43000,49400,82700,85600,NA,NA,NA,NA,NA
"58",1996-08-31,"raleighwakenc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95600,123800,178000,304800,127200,87400,NA,127200,130700,207800,NA,NA,NA,NA,NA
"59",1996-08-31,"san_diegosan_diegoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76900,124900,161400,207500,295000,159600,103100,126200,159600,178200,265200,NA,NA,NA,NA,NA
"60",1996-08-31,"seattlekingwa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110100,145700,173100,201900,224100,163600,115300,135600,163600,172400,253300,NA,NA,NA,NA,NA
"61",1996-09-30,"atlantafultonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90100,86700,77300,194000,416000,91600,NA,114800,91600,76900,220200,NA,NA,NA,NA,NA
"62",1996-09-30,"austintravistx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",1996-09-30,"bostonsuffolkma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102000,127300,131100,141100,145700,125400,77000,121600,125400,131100,219100,NA,NA,NA,NA,NA
"64",1996-09-30,"denverdenverco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62900,88500,116100,154000,202300,102000,65700,86300,102000,109600,175300,NA,NA,NA,NA,NA
"65",1996-09-30,"detroitwaynemi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78200,80600,93600,NA,NA,70300,79100,NA,NA,103100,NA,NA,NA,NA,NA
"66",1996-09-30,"durhamdurhamnc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72600,112100,NA,74600,48000,NA,74600,76900,NA,NA,NA,NA,NA,NA
"67",1996-09-30,"los_angeleslos_angelesca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94000,126400,153600,210100,382000,154300,111000,126000,154300,161700,303300,NA,NA,NA,NA,NA
"68",1996-09-30,"minneapolishennepinmn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54800,72400,85500,102000,142500,80300,58300,78900,80300,80800,133300,NA,NA,NA,NA,NA
"69",1996-09-30,"new_yorkqueensny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162300,191100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",1996-09-30,"philadelphiaphiladelphiapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69800,48800,41500,62100,84000,49300,31700,42900,49300,82600,85600,NA,NA,NA,NA,NA
"71",1996-09-30,"raleighwakenc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96000,124000,178300,304800,127500,87500,NA,127500,130900,208900,NA,NA,NA,NA,NA
"72",1996-09-30,"san_diegosan_diegoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76500,124500,160600,207400,295200,159100,102600,126400,159100,178000,265000,NA,NA,NA,NA,NA
"73",1996-09-30,"seattlekingwa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111000,146100,173700,202900,225100,163900,115400,135800,163900,173000,255300,NA,NA,NA,NA,NA
"74",1996-10-31,"atlantafultonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89400,86100,77000,194000,417100,90900,NA,114300,90900,76600,220500,NA,NA,NA,NA,NA
"75",1996-10-31,"austintravistx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",1996-10-31,"bostonsuffolkma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101600,127900,131900,142400,146500,126200,77200,122000,126200,132000,220700,NA,NA,NA,NA,NA
"77",1996-10-31,"denverdenverco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63100,89300,116900,155100,202400,102700,66200,87400,102700,110100,176700,NA,NA,NA,NA,NA
"78",1996-10-31,"detroitwaynemi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77900,80100,93500,NA,NA,68300,78800,NA,NA,102800,NA,NA,NA,NA,NA
"79",1996-10-31,"durhamdurhamnc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72700,112600,NA,74400,48200,NA,74400,76900,NA,NA,NA,NA,NA,NA
"80",1996-10-31,"los_angeleslos_angelesca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93700,126300,153600,210300,382700,154300,111100,126100,154300,161900,303800,NA,NA,NA,NA,NA
"81",1996-10-31,"minneapolishennepinmn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54600,72400,85800,102300,142300,80400,58200,78800,80400,81000,133500,NA,NA,NA,NA,NA
"82",1996-10-31,"new_yorkqueensny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162500,191600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",1996-10-31,"philadelphiaphiladelphiapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70100,48700,41400,62000,83900,49300,31700,42900,49300,82500,85700,NA,NA,NA,NA,NA
"84",1996-10-31,"raleighwakenc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96400,124300,178800,305200,127800,87600,NA,127800,131200,209600,NA,NA,NA,NA,NA
"85",1996-10-31,"san_diegosan_diegoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76500,124500,160000,207800,296600,158700,102200,126100,158700,178500,265800,NA,NA,NA,NA,NA
"86",1996-10-31,"seattlekingwa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111500,146400,174500,204400,227000,164400,115600,136400,164400,173900,257300,NA,NA,NA,NA,NA
"87",1996-11-30,"atlantafultonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88500,85800,76800,194600,418600,90700,NA,114800,90700,76400,221800,NA,NA,NA,NA,NA
"88",1996-11-30,"austintravistx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",1996-11-30,"bostonsuffolkma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102000,128600,132700,143600,147600,127200,77700,122900,127200,132900,223100,NA,NA,NA,NA,NA
"90",1996-11-30,"denverdenverco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63800,90200,118000,156900,203100,103400,66900,88000,103400,110800,177900,NA,NA,NA,NA,NA
"91",1996-11-30,"detroitwaynemi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72700,76900,80000,92900,NA,NA,66400,78500,NA,NA,101700,NA,NA,NA,NA,NA
"92",1996-11-30,"durhamdurhamnc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73400,112900,NA,75000,48500,NA,75000,77600,NA,NA,NA,NA,NA,NA
"93",1996-11-30,"los_angeleslos_angelesca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93400,126100,153700,210400,384600,154200,111100,125700,154200,162400,305000,NA,NA,NA,NA,NA
"94",1996-11-30,"minneapolishennepinmn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54600,72700,86100,102600,142000,80700,58100,78500,80700,81400,133800,NA,NA,NA,NA,NA
"95",1996-11-30,"new_yorkqueensny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162800,192600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",1996-11-30,"philadelphiaphiladelphiapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70300,48900,41600,62300,83900,49400,31600,42900,49400,82300,85800,NA,NA,NA,NA,NA
